loan_id,customer_id,loan_amount,loan_term_months,interest_rate,loan_type,loan_status,loan_issue_date,loan_end_date
L003010,C07507,1402800,48,14.13,Personal Loan,Closed,2022-01-28,2026-01-07
L003011,C04227,2235759,240,7.65,Auto Loan,Closed,2024-07-06,2044-03-23
L003012,C06662,1741119,120,15.62,Auto Loan,Active,2023-06-12,2033-04-20
L003013,C08291,1654766,60,16.75,Education Loan,Closed,2024-12-05,2029-11-09
L003014,C02385,3925183,12,14.11,Auto Loan,Defaulted,2022-11-14,2023-11-09
L003015,C00432,722624,36,13.14,Business Loan,Closed,2022-04-24,2025-04-08
L003016,C05611,2439293,84,12.07,Personal Loan,Active,2024-06-22,2031-05-17
L003017,C04791,4473552,240,17.58,Education Loan,Closed,2023-01-27,2042-10-14
L003018,C06902,859488,36,12.33,Home Loan,Closed,2021-12-09,2024-11-23
L003019,C07141,1554454,60,14.98,Education Loan,Closed,2025-07-01,2030-06-05
L003020,C06381,1460889,36,8.69,Personal Loan,Active,2022-11-09,2025-10-24
L003021,C01042,796079,24,7.54,Personal Loan,Active,2023-11-01,2025-10-21
L003022,C08145,1501798,12,11.87,Home Loan,Closed,2023-12-02,2024-11-26
L003023,C07100,1178404,12,15.7,Education Loan,Active,2022-03-25,2023-03-20
L003024,C05943,4139430,84,16.09,Personal Loan,Defaulted,2024-09-15,2031-08-10
L003025,C09989,2351921,60,17.54,Business Loan,Closed,2023-04-25,2028-03-29
L003026,C04002,4699026,24,13.15,Auto Loan,Closed,2024-02-17,2026-02-06
L003027,C08150,2258141,36,10.73,Credit Line,Closed,2022-03-13,2025-02-25
L003028,C00081,2435133,48,17.3,Business Loan,Active,2021-03-21,2025-02-28
L003029,C06631,3145403,240,12.01,Auto Loan,Closed,2021-11-25,2041-08-12
L003030,C03479,1567270,12,14.25,Auto Loan,Active,2023-02-09,2024-02-04
L003031,C08224,1896088,12,13.99,Education Loan,Closed,2024-05-18,2025-05-13
L003032,C08335,1386004,60,11.69,Home Loan,Closed,2021-06-22,2026-05-27
L003033,C04176,609527,84,9.74,Education Loan,Active,2023-07-06,2030-05-30
L003034,C02318,4189487,60,17.09,Credit Line,Closed,2024-01-31,2029-01-04
L003035,C00304,575232,84,13.11,Business Loan,Defaulted,2023-06-22,2030-05-16
L003036,C03430,3792959,48,11.58,Business Loan,Active,2022-05-29,2026-05-08
L003037,C02666,1785945,48,9.71,Credit Line,Active,2021-08-08,2025-07-18
L003038,C09111,2123658,180,16.63,Credit Line,Closed,2021-03-16,2035-12-28
L003039,C06934,4447700,84,11.05,Auto Loan,Active,2023-12-15,2030-11-08
L003040,C02881,1292978,12,13.12,Auto Loan,Defaulted,2022-04-14,2023-04-09
L003041,C08227,1241722,12,16.7,Auto Loan,Closed,2023-10-14,2024-10-08
L003042,C06998,4338175,180,9.65,Auto Loan,Active,2021-06-12,2036-03-25
L003043,C04064,445104,36,13.79,Education Loan,Active,2025-09-15,2028-08-30
L003044,C00466,4963940,84,8.12,Auto Loan,Active,2024-10-14,2031-09-08
L003045,C05347,294168,24,7.89,Business Loan,Closed,2021-10-02,2023-09-22
L003046,C02211,2828723,84,12.98,Personal Loan,Closed,2025-01-24,2031-12-19
L003047,C04815,738261,60,12.49,Credit Line,Closed,2025-08-26,2030-07-31
L003048,C03623,4755119,48,10.36,Education Loan,Active,2023-04-23,2027-04-02
L003049,C05815,2542221,36,7.72,Business Loan,Active,2024-03-26,2027-03-11
L003050,C09983,138024,240,8.28,Credit Line,Closed,2024-04-28,2044-01-14
L003051,C08171,4409041,240,12.72,Auto Loan,Active,2025-10-06,2045-06-23
L003052,C00198,2538185,120,7.05,Home Loan,Active,2023-11-09,2033-09-17
L003053,C05621,3925695,24,9.56,Credit Line,Active,2023-07-06,2025-06-25
L003054,C05733,3582627,240,8.66,Business Loan,Closed,2023-09-18,2043-06-05
L003055,C08785,4329400,12,9.32,Credit Line,Active,2021-04-27,2022-04-22
L003056,C06010,1498500,60,16.7,Personal Loan,Active,2023-07-18,2028-06-21
L003057,C00822,1294594,36,11.62,Home Loan,Active,2024-02-19,2027-02-03
L003058,C08726,1867189,48,13.24,Business Loan,Active,2024-01-16,2027-12-26
L003059,C04629,3513795,240,17.17,Auto Loan,Closed,2025-01-23,2044-10-10
L003060,C09050,1499579,48,13.81,Home Loan,Active,2023-11-09,2027-10-19
L003061,C00366,333351,36,11.04,Home Loan,Active,2022-06-17,2025-06-01
L003062,C04242,4854742,240,9.95,Business Loan,Closed,2022-07-09,2042-03-26
L003063,C09194,1648465,240,11.22,Home Loan,Active,2025-05-23,2045-02-07
L003064,C00170,1240879,120,7.69,Personal Loan,Active,2023-07-17,2033-05-25
L003065,C02486,1355546,60,10.47,Credit Line,Active,2022-01-07,2026-12-12
L003066,C07775,3802303,120,12.73,Education Loan,Active,2024-08-07,2034-06-16
L003067,C01783,651615,60,11.67,Personal Loan,Closed,2021-03-12,2026-02-14
L003068,C06406,512189,24,14.61,Auto Loan,Active,2024-11-02,2026-10-23
L003069,C06097,3261221,120,10.07,Credit Line,Active,2021-11-03,2031-09-12
L003070,C07938,3495890,240,7.99,Education Loan,Defaulted,2021-02-27,2040-11-14
L003071,C02309,954118,120,9.67,Home Loan,Active,2022-09-15,2032-07-24
L003072,C08152,3130965,24,9.59,Credit Line,Active,2022-02-28,2024-02-18
L003073,C02863,4597983,60,11.97,Business Loan,Active,2023-03-02,2028-02-04
L003074,C07138,1919541,60,10.65,Credit Line,Active,2024-03-22,2029-02-24
L003075,C05733,2527827,24,12.17,Auto Loan,Active,2025-11-27,2027-11-17
L003076,C01279,1696719,24,13.03,Auto Loan,Defaulted,2021-01-29,2023-01-19
L003077,C09619,2293095,36,14.18,Business Loan,Closed,2025-08-01,2028-07-16
L003078,C06286,456990,24,8.68,Education Loan,Closed,2021-12-20,2023-12-10
L003079,C07910,3509973,120,13.83,Auto Loan,Active,2025-02-09,2034-12-19
L003080,C04529,1955449,60,11.41,Home Loan,Closed,2023-11-02,2028-10-06
L003081,C06540,2633531,48,11.58,Education Loan,Closed,2022-12-12,2026-11-21
L003082,C00289,4496636,12,12.58,Education Loan,Closed,2025-05-02,2026-04-27
L003083,C07891,1770307,120,14.98,Business Loan,Closed,2021-02-09,2030-12-19
L003084,C00725,4259593,240,14.31,Education Loan,Active,2021-06-25,2041-03-12
L003085,C02038,523096,48,13.81,Home Loan,Closed,2024-02-24,2028-02-03
L003086,C01463,2561596,36,13.38,Credit Line,Active,2023-01-07,2025-12-22
L003087,C09231,943341,240,14.36,Education Loan,Active,2025-10-31,2045-07-18
L003088,C09528,2290287,84,13.05,Home Loan,Closed,2024-12-21,2031-11-15
L003089,C00723,2453748,48,15.35,Auto Loan,Active,2021-06-27,2025-06-06
L003090,C02958,2776145,24,8.36,Personal Loan,Closed,2023-01-19,2025-01-08
L003091,C06164,4584108,48,9.68,Credit Line,Active,2021-10-27,2025-10-06
L003092,C01378,3682190,240,14.99,Business Loan,Closed,2024-10-14,2044-07-01
L003093,C00980,2301336,84,10.69,Personal Loan,Closed,2025-06-17,2032-05-11
L003094,C01479,1119497,60,9.49,Auto Loan,Closed,2024-01-05,2028-12-09
L003095,C02627,3725581,84,13.06,Education Loan,Active,2025-07-05,2032-05-29
L003096,C01943,2223793,24,8.72,Business Loan,Active,2021-04-02,2023-03-23
L003097,C07434,2423931,48,8.71,Auto Loan,Active,2025-05-11,2029-04-20
L003098,C05859,4809022,48,7.74,Personal Loan,Closed,2021-02-22,2025-02-01
L003099,C09297,3124218,48,16.63,Home Loan,Closed,2021-06-24,2025-06-03
L003100,C05973,4819707,60,13.58,Personal Loan,Closed,2022-02-13,2027-01-18
L003101,C00440,4022882,240,11.99,Credit Line,Closed,2022-12-23,2042-09-09
L003102,C05022,4089688,84,7.51,Credit Line,Closed,2025-01-25,2031-12-20
L003103,C04739,4331534,180,17.59,Education Loan,Active,2022-08-16,2037-05-29
L003104,C01922,824545,48,15.75,Business Loan,Active,2022-07-14,2026-06-23
L003105,C09753,751245,240,10.36,Business Loan,Active,2022-12-16,2042-09-02
L003106,C04871,1063178,60,15.75,Auto Loan,Defaulted,2022-10-02,2027-09-06
L003107,C07461,1483515,180,15.34,Auto Loan,Closed,2022-05-15,2037-02-25
L003108,C04044,579087,12,14.38,Business Loan,Closed,2024-03-21,2025-03-16
L003109,C05011,126678,48,13.1,Business Loan,Closed,2025-11-20,2029-10-30
L003110,C07486,434785,84,11.04,Personal Loan,Active,2021-02-14,2028-01-09
L003111,C06513,2610502,48,12.71,Home Loan,Active,2024-01-21,2027-12-31
L003112,C03224,2768427,36,12.67,Education Loan,Defaulted,2024-01-31,2027-01-15
L003113,C00727,1399460,36,8.98,Education Loan,Active,2025-10-20,2028-10-04
L003114,C00757,4568692,84,10.23,Auto Loan,Closed,2025-03-09,2032-02-01
L003115,C02679,1156921,120,7.61,Business Loan,Closed,2025-04-25,2035-03-04
L003116,C06148,3189584,12,17.94,Personal Loan,Active,2021-07-05,2022-06-30
L003117,C01357,505525,84,15.28,Auto Loan,Closed,2024-09-03,2031-07-29
L003118,C04380,1782156,48,7.89,Business Loan,Defaulted,2023-03-07,2027-02-14
L003119,C08027,2880031,24,16.89,Home Loan,Active,2024-09-22,2026-09-12
L003120,C08640,3496141,120,11.54,Personal Loan,Closed,2023-06-19,2033-04-27
L003121,C03968,1646298,120,12.16,Personal Loan,Defaulted,2022-01-01,2031-11-10
L003122,C03360,4842118,24,10.35,Credit Line,Active,2024-08-24,2026-08-14
L003123,C07850,1748315,36,9.58,Credit Line,Active,2022-09-04,2025-08-19
L003124,C00914,3509965,24,14.66,Personal Loan,Active,2021-07-21,2023-07-11
L003125,C09053,2756084,24,8.03,Business Loan,Active,2025-02-03,2027-01-24
L003126,C02543,821567,240,12.04,Home Loan,Closed,2025-02-06,2044-10-24
L003127,C02987,1512564,60,8.45,Home Loan,Active,2024-05-31,2029-05-05
L003128,C07425,4250205,120,9.62,Credit Line,Closed,2024-03-13,2034-01-20
L003129,C02272,959726,24,9.72,Home Loan,Closed,2025-08-29,2027-08-19
L003130,C06149,2225345,84,8.8,Auto Loan,Active,2023-04-19,2030-03-13
L003131,C04778,4688411,60,14.18,Credit Line,Active,2024-07-13,2029-06-17
L003132,C00835,2586636,60,15.64,Personal Loan,Closed,2024-12-12,2029-11-16
L003133,C09394,1257329,24,17.67,Credit Line,Active,2023-10-29,2025-10-18
L003134,C04621,4152568,12,17.99,Credit Line,Active,2023-10-28,2024-10-22
L003135,C03773,2490985,12,14.58,Business Loan,Active,2021-06-17,2022-06-12
L003136,C09494,100319,60,16.95,Auto Loan,Active,2022-11-22,2027-10-27
L003137,C00816,2269823,84,9.12,Personal Loan,Active,2021-02-13,2028-01-08
L003138,C05651,2138733,240,8.72,Education Loan,Defaulted,2022-07-03,2042-03-20
L003139,C00559,2223117,84,17.52,Education Loan,Closed,2023-03-26,2030-02-17
L003140,C00208,1870436,12,7.67,Credit Line,Closed,2025-11-30,2026-11-25
L003141,C04534,3240757,36,11.59,Credit Line,Active,2022-02-21,2025-02-05
L003142,C03862,2459260,24,10.2,Credit Line,Active,2024-07-24,2026-07-14
L003143,C07249,3992574,12,11.25,Personal Loan,Active,2025-03-29,2026-03-24
L003144,C07148,2240764,48,14.86,Education Loan,Closed,2022-07-14,2026-06-23
L003145,C01989,4030643,240,13.6,Home Loan,Active,2021-04-04,2040-12-20
L003146,C00776,899420,12,9.09,Auto Loan,Active,2024-06-25,2025-06-20
L003147,C07289,3566077,24,12.66,Home Loan,Defaulted,2021-08-10,2023-07-31
L003148,C02913,2242146,12,12.22,Auto Loan,Defaulted,2022-07-22,2023-07-17
L003149,C06839,2864539,240,9.05,Business Loan,Closed,2021-05-23,2041-02-07
L003150,C07283,3779780,36,16.43,Business Loan,Active,2025-10-31,2028-10-15
L003151,C04482,745863,48,10.68,Credit Line,Closed,2022-12-25,2026-12-04
L003152,C04563,619309,60,10.27,Personal Loan,Active,2023-03-27,2028-02-29
L003153,C09913,4979019,12,16.89,Home Loan,Closed,2023-04-05,2024-03-30
L003154,C09925,4445715,24,14.77,Personal Loan,Closed,2022-07-09,2024-06-28
L003155,C04806,2788384,120,12.58,Education Loan,Active,2025-07-30,2035-06-08
L003156,C07029,4467468,180,12.18,Education Loan,Closed,2023-09-07,2038-06-20
L003157,C02596,715264,60,15.02,Auto Loan,Closed,2022-06-26,2027-05-31
L003158,C00852,1954321,180,7.33,Home Loan,Active,2022-03-17,2036-12-28
L003159,C03394,3130734,240,15.48,Home Loan,Active,2025-10-03,2045-06-20
L003160,C04693,4573886,240,14.37,Auto Loan,Active,2021-01-26,2040-10-13
L003161,C06711,321879,12,17.62,Education Loan,Active,2023-01-15,2024-01-10
L003162,C03858,1470443,24,15.55,Personal Loan,Active,2023-12-30,2025-12-19
L003163,C06986,1505653,84,9.87,Home Loan,Defaulted,2021-11-20,2028-10-14
L003164,C04553,4333889,120,10.72,Auto Loan,Closed,2024-01-04,2033-11-12
L003165,C05972,2850858,48,11.53,Business Loan,Closed,2025-12-26,2029-12-05
L003166,C02084,1165689,24,15.23,Auto Loan,Active,2023-01-29,2025-01-18
L003167,C06635,571061,120,8.27,Education Loan,Active,2025-10-22,2035-08-31
L003168,C09654,2218623,48,12.39,Auto Loan,Closed,2022-11-04,2026-10-14
L003169,C00009,4917310,60,14.24,Education Loan,Active,2022-12-17,2027-11-21
L003170,C05228,2985998,60,11.8,Personal Loan,Active,2024-11-28,2029-11-02
L003171,C05608,1257991,60,13.17,Home Loan,Active,2023-09-24,2028-08-28
L003172,C08929,4823640,240,15.55,Auto Loan,Closed,2021-03-12,2040-11-27
L003173,C09668,550283,60,9.35,Business Loan,Active,2025-05-22,2030-04-26
L003174,C05328,627832,60,9.0,Credit Line,Closed,2025-02-22,2030-01-27
L003175,C04176,1334246,120,14.37,Auto Loan,Active,2024-12-26,2034-11-04
L003176,C00304,3248964,24,13.24,Auto Loan,Active,2023-11-08,2025-10-28
L003177,C06037,3006127,84,7.93,Personal Loan,Defaulted,2024-06-07,2031-05-02
L003178,C03304,4572432,180,10.93,Credit Line,Closed,2025-12-20,2040-10-02
L003179,C05855,3502032,60,15.31,Home Loan,Defaulted,2024-08-25,2029-07-30
L003180,C03635,2423800,60,14.97,Home Loan,Defaulted,2025-12-13,2030-11-17
L003181,C04817,3723789,84,17.74,Credit Line,Active,2023-01-15,2029-12-09
L003182,C06244,4093882,48,7.13,Personal Loan,Closed,2025-01-02,2028-12-12
L003183,C02999,164191,24,17.46,Education Loan,Active,2022-09-16,2024-09-05
L003184,C09543,1473133,180,9.47,Business Loan,Defaulted,2022-07-03,2037-04-15
L003185,C06927,1379539,60,17.62,Business Loan,Closed,2021-08-01,2026-07-06
L003186,C02187,1605059,60,11.03,Auto Loan,Active,2023-04-03,2028-03-07
L003187,C04386,3942550,36,9.71,Personal Loan,Closed,2023-04-08,2026-03-23
L003188,C08202,1859872,12,9.39,Auto Loan,Closed,2024-09-18,2025-09-13
L003189,C05512,1693164,84,9.48,Education Loan,Active,2025-04-16,2032-03-10
L003190,C02417,4955690,24,16.2,Personal Loan,Active,2021-06-13,2023-06-03
L003191,C07133,1554086,84,15.57,Business Loan,Closed,2021-11-02,2028-09-26
L003192,C01313,2559449,180,9.63,Home Loan,Defaulted,2024-05-25,2039-03-08
L003193,C02297,2603999,84,11.17,Personal Loan,Active,2022-09-30,2029-08-24
L003194,C04358,2908937,48,11.56,Home Loan,Closed,2024-04-14,2028-03-24
L003195,C01212,1618242,120,11.99,Education Loan,Active,2025-08-17,2035-06-26
L003196,C02032,2627093,84,11.78,Business Loan,Closed,2024-12-27,2031-11-21
L003197,C04245,1868960,12,7.94,Auto Loan,Active,2022-05-29,2023-05-24
L003198,C00329,3664872,60,10.96,Auto Loan,Closed,2024-12-15,2029-11-19
L003199,C08957,2748392,60,9.11,Education Loan,Active,2024-01-23,2028-12-27
L003200,C01850,1042402,84,11.88,Credit Line,Active,2025-12-16,2032-11-09
L003201,C00273,1267893,180,16.81,Credit Line,Active,2021-03-28,2036-01-09
L003202,C03304,1440142,48,10.45,Personal Loan,Active,2024-05-27,2028-05-06
L003203,C04547,3534793,120,11.28,Credit Line,Closed,2022-11-09,2032-09-17
L003204,C07257,4671658,84,10.76,Auto Loan,Defaulted,2025-02-26,2032-01-21
L003205,C06754,1582140,12,10.3,Credit Line,Active,2025-08-30,2026-08-25
L003206,C09287,1997403,12,11.42,Auto Loan,Active,2025-06-03,2026-05-29
L003207,C07258,2140621,240,8.59,Personal Loan,Active,2024-02-16,2043-11-03
L003208,C09301,1682740,84,15.98,Personal Loan,Active,2023-12-07,2030-10-31
L003209,C05795,4679099,48,7.7,Business Loan,Active,2023-06-24,2027-06-03
L003210,C03326,1443227,36,16.58,Business Loan,Active,2022-02-06,2025-01-21
L003211,C03312,4192866,120,15.4,Auto Loan,Active,2021-03-30,2031-02-06
L003212,C08651,1030574,120,10.22,Business Loan,Closed,2021-03-23,2031-01-30
L003213,C06599,2723388,240,11.39,Business Loan,Closed,2024-10-31,2044-07-18
L003214,C02167,4949659,60,13.11,Business Loan,Closed,2021-10-02,2026-09-06
L003215,C00846,732768,60,9.37,Home Loan,Active,2024-07-21,2029-06-25
L003216,C06477,352877,60,11.52,Credit Line,Active,2021-11-28,2026-11-02
L003217,C06922,2753473,60,16.53,Credit Line,Active,2025-11-15,2030-10-20
L003218,C03378,1926464,240,9.41,Credit Line,Active,2025-04-14,2044-12-30
L003219,C07842,3378916,180,16.48,Credit Line,Active,2021-08-31,2036-06-13
L003220,C01659,4528263,180,16.61,Business Loan,Active,2022-12-04,2037-09-16
L003221,C05811,2488406,84,17.73,Business Loan,Closed,2024-10-19,2031-09-13
L003222,C07320,2116149,48,8.08,Auto Loan,Closed,2021-07-09,2025-06-18
L003223,C04260,4727833,48,11.98,Home Loan,Closed,2025-09-28,2029-09-07
L003224,C06884,106107,240,13.72,Education Loan,Active,2021-02-11,2040-10-29
L003225,C03214,978754,48,12.91,Education Loan,Closed,2023-04-23,2027-04-02
L003226,C07103,3312133,180,11.38,Personal Loan,Closed,2021-07-24,2036-05-06
L003227,C05479,4035445,36,11.42,Personal Loan,Closed,2022-11-06,2025-10-21
L003228,C04315,681394,120,7.85,Auto Loan,Active,2023-05-25,2033-04-02
L003229,C02755,623763,12,13.69,Business Loan,Defaulted,2023-06-23,2024-06-17
L003230,C03483,2646522,60,8.97,Credit Line,Active,2024-09-20,2029-08-25
L003231,C07836,2886439,180,12.45,Home Loan,Active,2025-12-22,2040-10-04
L003232,C08029,1635628,240,9.65,Business Loan,Active,2021-11-16,2041-08-03
L003233,C07121,523528,12,15.02,Home Loan,Closed,2021-11-14,2022-11-09
L003234,C06666,705486,120,8.44,Business Loan,Defaulted,2025-08-18,2035-06-27
L003235,C07825,2526097,24,13.61,Education Loan,Closed,2023-08-08,2025-07-28
L003236,C00936,3507020,240,12.5,Credit Line,Active,2025-09-15,2045-06-02
L003237,C05632,2486214,180,13.37,Business Loan,Closed,2025-11-10,2040-08-23
L003238,C07341,3256474,84,8.44,Business Loan,Defaulted,2025-03-31,2032-02-23
L003239,C00318,4732399,24,13.06,Personal Loan,Closed,2022-09-10,2024-08-30
L003240,C03594,3630120,36,13.31,Auto Loan,Active,2025-10-31,2028-10-15
L003241,C07357,4138218,36,11.66,Personal Loan,Closed,2024-07-08,2027-06-23
L003242,C03920,1102566,84,17.88,Business Loan,Closed,2022-07-27,2029-06-20
L003243,C03176,3797198,36,10.43,Auto Loan,Closed,2023-12-24,2026-12-08
L003244,C08891,3705357,84,8.63,Credit Line,Active,2021-08-19,2028-07-13
L003245,C02910,4227438,120,17.02,Home Loan,Closed,2022-05-04,2032-03-12
L003246,C06944,4794429,120,8.05,Personal Loan,Closed,2023-07-04,2033-05-12
L003247,C08253,4474119,24,9.34,Education Loan,Closed,2022-06-09,2024-05-29
L003248,C00347,2884534,180,17.88,Business Loan,Active,2025-09-14,2040-06-27
L003249,C01133,1591720,12,11.57,Credit Line,Active,2022-04-21,2023-04-16
L003250,C02460,652638,60,8.18,Home Loan,Active,2023-01-22,2027-12-27
L003251,C00672,2097834,48,8.06,Business Loan,Closed,2023-06-02,2027-05-12
L003252,C03126,4973936,60,14.66,Credit Line,Active,2022-03-13,2027-02-15
L003253,C05847,2267603,84,15.73,Education Loan,Active,2022-04-15,2029-03-09
L003254,C04867,2771075,36,8.66,Business Loan,Active,2021-04-08,2024-03-23
L003255,C05251,2083733,24,7.35,Home Loan,Active,2022-12-22,2024-12-11
L003256,C03539,4718752,36,17.42,Credit Line,Closed,2025-09-25,2028-09-09
L003257,C09888,4806038,24,16.99,Credit Line,Active,2024-04-02,2026-03-23
L003258,C04575,4692645,36,12.74,Auto Loan,Active,2021-10-22,2024-10-06
L003259,C04462,1071345,48,12.2,Home Loan,Active,2025-07-07,2029-06-16
L003260,C09145,2718645,12,13.15,Personal Loan,Active,2023-08-09,2024-08-03
L003261,C00633,3476976,84,15.49,Auto Loan,Closed,2021-08-25,2028-07-19
L003262,C08073,157139,24,17.22,Business Loan,Active,2022-08-21,2024-08-10
L003263,C08720,726179,84,8.97,Personal Loan,Active,2022-08-06,2029-06-30
L003264,C02792,3321390,24,8.94,Personal Loan,Active,2021-04-10,2023-03-31
L003265,C00720,3211622,36,11.49,Credit Line,Active,2025-07-13,2028-06-27
L003266,C07325,4996724,36,8.93,Education Loan,Closed,2024-07-08,2027-06-23
L003267,C02787,2672771,120,9.1,Business Loan,Closed,2024-01-30,2033-12-08
L003268,C00709,2375756,60,11.84,Business Loan,Active,2023-02-27,2028-02-01
L003269,C03967,3644575,180,13.44,Home Loan,Closed,2021-12-02,2036-09-14
L003270,C01516,256075,36,11.34,Business Loan,Active,2023-06-17,2026-06-01
L003271,C07821,2776472,12,9.79,Auto Loan,Active,2021-12-06,2022-12-01
L003272,C02183,3926797,36,7.83,Business Loan,Active,2022-01-16,2024-12-31
L003273,C05529,674948,48,15.04,Education Loan,Closed,2022-03-05,2026-02-12
L003274,C04450,3391769,12,14.07,Credit Line,Closed,2023-02-07,2024-02-02
L003275,C00499,1529537,180,14.38,Education Loan,Closed,2023-10-07,2038-07-20
L003276,C00664,1018876,240,11.32,Home Loan,Defaulted,2021-10-27,2041-07-14
L003277,C07155,3454259,24,16.69,Business Loan,Closed,2022-05-30,2024-05-19
L003278,C07092,287448,12,8.49,Personal Loan,Active,2021-03-11,2022-03-06
L003279,C05251,3323648,24,15.65,Auto Loan,Active,2024-06-03,2026-05-24
L003280,C04931,3938912,36,8.38,Personal Loan,Closed,2024-12-05,2027-11-20
L003281,C09251,4613638,60,9.11,Home Loan,Active,2021-10-03,2026-09-07
L003282,C05924,4810719,84,16.93,Personal Loan,Active,2023-05-24,2030-04-17
L003283,C01529,800396,60,11.71,Auto Loan,Active,2025-12-06,2030-11-10
L003284,C03564,3666956,60,14.63,Personal Loan,Closed,2024-07-07,2029-06-11
L003285,C04852,127618,240,14.26,Personal Loan,Closed,2023-11-18,2043-08-05
L003286,C06741,2154224,36,11.25,Credit Line,Defaulted,2024-04-21,2027-04-06
L003287,C04719,2735698,48,17.82,Business Loan,Closed,2022-02-22,2026-02-01
L003288,C04023,4522289,24,15.31,Credit Line,Active,2024-03-09,2026-02-27
