customer_id,credit_score,debt_to_income_ratio,late_payments,loan_default,risk_category
C02803,740,0.6,2,0,Medium Risk
C02804,559,0.31,3,0,High Risk
C02805,656,0.38,0,0,Medium Risk
C02806,850,0.24,1,0,Low Risk
C02807,593,0.28,3,0,High Risk
C02808,714,0.43,0,0,Medium Risk
C02809,558,0.36,3,0,High Risk
C02810,592,0.22,0,0,High Risk
C02811,728,0.38,1,0,Medium Risk
C02812,669,0.2,2,0,Medium Risk
C02813,616,0.63,3,0,Medium Risk
C02814,648,0.65,3,0,Medium Risk
C02815,789,0.24,0,0,Low Risk
C02816,669,0.13,0,0,Medium Risk
C02817,741,0.66,2,0,Medium Risk
C02818,532,0.29,4,0,High Risk
C02819,640,0.21,2,0,Medium Risk
C02820,651,0.65,2,0,Medium Risk
C02821,623,0.63,3,0,Medium Risk
C02822,678,0.13,2,0,Medium Risk
C02823,662,0.22,3,0,Medium Risk
C02824,755,0.59,1,0,Low Risk
C02825,789,0.26,3,0,Low Risk
C02826,634,0.5,1,0,Medium Risk
C02827,798,0.12,7,0,Low Risk
C02828,624,0.6,0,1,Medium Risk
C02829,700,0.35,2,0,Medium Risk
C02830,570,0.38,5,1,High Risk
C02831,664,0.58,2,0,Medium Risk
C02832,827,0.37,1,0,Low Risk
C02833,702,0.16,2,0,Medium Risk
C02834,666,0.4,2,0,Medium Risk
C02835,509,0.37,0,0,High Risk
C02836,684,0.37,0,0,Medium Risk
C02837,698,0.22,0,0,Medium Risk
C02838,647,0.2,0,0,Medium Risk
C02839,659,0.57,5,0,Medium Risk
C02840,680,0.47,2,0,Medium Risk
C02841,692,0.1,2,0,Medium Risk
C02842,673,0.6,1,0,Medium Risk
C02843,795,0.17,2,0,Low Risk
C02844,596,0.54,0,1,High Risk
C02845,829,0.16,3,0,Low Risk
C02846,666,0.68,3,0,Medium Risk
C02847,738,0.64,0,0,Medium Risk
C02848,785,0.21,0,0,Low Risk
C02849,707,0.11,1,0,Medium Risk
C02850,687,0.14,1,1,Medium Risk
C02851,703,0.59,3,0,Medium Risk
C02852,515,0.15,1,0,High Risk
C02853,451,0.57,4,0,High Risk
C02854,758,0.59,1,0,Low Risk
C02855,660,0.28,2,0,Medium Risk
C02856,613,0.54,0,0,Medium Risk
C02857,709,0.59,2,0,Medium Risk
C02858,675,0.57,2,0,Medium Risk
C02859,573,0.21,4,0,High Risk
C02860,775,0.37,3,0,Low Risk
C02861,791,0.14,1,0,Low Risk
C02862,708,0.42,1,0,Medium Risk
C02863,704,0.37,0,0,Medium Risk
C02864,689,0.64,3,0,Medium Risk
C02865,700,0.11,1,0,Medium Risk
C02866,721,0.42,1,0,Medium Risk
C02867,647,0.54,1,1,Medium Risk
C02868,762,0.38,1,0,Low Risk
C02869,705,0.24,0,0,Medium Risk
C02870,759,0.47,0,0,Low Risk
C02871,803,0.69,4,0,Low Risk
C02872,693,0.12,1,0,Medium Risk
C02873,719,0.22,2,1,Medium Risk
C02874,747,0.39,2,0,Medium Risk
C02875,696,0.46,2,0,Medium Risk
C02876,659,0.47,1,0,Medium Risk
C02877,706,0.14,1,0,Medium Risk
C02878,807,0.17,1,0,Low Risk
C02879,472,0.67,4,0,High Risk
C02880,757,0.15,2,0,Low Risk
C02881,704,0.35,5,0,Medium Risk
C02882,643,0.45,3,0,Medium Risk
C02883,768,0.29,3,0,Low Risk
C02884,581,0.25,1,1,High Risk
C02885,653,0.27,2,0,Medium Risk
C02886,808,0.27,2,0,Low Risk
C02887,519,0.33,3,0,High Risk
C02888,735,0.17,3,0,Medium Risk
C02889,819,0.61,1,0,Low Risk
C02890,789,0.56,0,0,Low Risk
C02891,725,0.12,2,0,Medium Risk
C02892,603,0.56,3,0,Medium Risk
C02893,770,0.6,0,0,Low Risk
C02894,633,0.65,0,0,Medium Risk
C02895,676,0.47,2,0,Medium Risk
C02896,685,0.61,2,0,Medium Risk
C02897,579,0.56,0,0,High Risk
C02898,806,0.12,0,0,Low Risk
C02899,681,0.59,2,0,Medium Risk
C02900,683,0.45,4,0,Medium Risk
C02901,634,0.49,3,0,Medium Risk
C02902,626,0.63,2,0,Medium Risk
C02903,745,0.11,2,0,Medium Risk
C02904,747,0.16,2,0,Medium Risk
C02905,850,0.44,1,0,Low Risk
C02906,661,0.35,2,0,Medium Risk
C02907,651,0.35,3,0,Medium Risk
C02908,789,0.29,1,0,Low Risk
C02909,765,0.59,0,0,Low Risk
C02910,663,0.16,4,0,Medium Risk
C02911,721,0.42,1,0,Medium Risk
C02912,830,0.37,0,0,Low Risk
C02913,582,0.43,1,0,High Risk
C02914,623,0.13,3,0,Medium Risk
C02915,728,0.5,1,0,Medium Risk
C02916,629,0.11,1,0,Medium Risk
C02917,633,0.42,2,0,Medium Risk
C02918,800,0.26,2,0,Low Risk
C02919,727,0.29,1,0,Medium Risk
C02920,685,0.54,2,1,Medium Risk
C02921,620,0.69,4,0,Medium Risk
C02922,722,0.39,3,0,Medium Risk
C02923,795,0.5,1,0,Low Risk
C02924,573,0.25,2,0,High Risk
C02925,580,0.43,1,0,High Risk
C02926,751,0.16,1,0,Low Risk
C02927,639,0.61,3,0,Medium Risk
C02928,617,0.37,4,0,Medium Risk
C02929,628,0.32,3,0,Medium Risk
C02930,758,0.41,1,0,Low Risk
C02931,755,0.65,3,0,Low Risk
C02932,725,0.57,0,0,Medium Risk
C02933,651,0.19,2,0,Medium Risk
C02934,616,0.56,3,0,Medium Risk
C02935,635,0.34,2,0,Medium Risk
C02936,610,0.34,3,0,Medium Risk
C02937,654,0.55,1,0,Medium Risk
C02938,693,0.38,0,0,Medium Risk
C02939,756,0.14,3,0,Low Risk
C02940,693,0.25,2,0,Medium Risk
C02941,674,0.64,3,0,Medium Risk
C02942,843,0.46,2,0,Low Risk
C02943,376,0.62,2,0,High Risk
C02944,747,0.28,3,0,Medium Risk
C02945,736,0.51,2,0,Medium Risk
C02946,738,0.57,3,0,Medium Risk
C02947,773,0.21,0,0,Low Risk
C02948,583,0.11,2,0,High Risk
C02949,775,0.48,4,0,Low Risk
C02950,724,0.45,2,0,Medium Risk
C02951,654,0.12,3,0,Medium Risk
C02952,746,0.35,2,0,Medium Risk
C02953,706,0.44,2,0,Medium Risk
C02954,605,0.23,4,0,Medium Risk
C02955,507,0.16,1,1,High Risk
C02956,571,0.58,1,1,High Risk
C02957,625,0.66,2,0,Medium Risk
C02958,725,0.37,1,0,Medium Risk
C02959,560,0.18,4,0,High Risk
C02960,726,0.35,0,1,Medium Risk
C02961,718,0.27,1,0,Medium Risk
C02962,850,0.39,4,0,Low Risk
C02963,722,0.11,2,0,Medium Risk
C02964,503,0.62,6,1,High Risk
C02965,793,0.13,1,0,Low Risk
C02966,607,0.36,1,0,Medium Risk
C02967,603,0.5,3,0,Medium Risk
C02968,672,0.49,1,0,Medium Risk
C02969,739,0.28,1,0,Medium Risk
C02970,665,0.4,5,0,Medium Risk
C02971,690,0.4,1,0,Medium Risk
C02972,607,0.18,3,0,Medium Risk
C02973,584,0.32,0,0,High Risk
C02974,708,0.17,3,0,Medium Risk
C02975,552,0.13,3,0,High Risk
C02976,625,0.13,3,0,Medium Risk
C02977,660,0.36,3,0,Medium Risk
C02978,711,0.54,1,1,Medium Risk
C02979,666,0.69,2,0,Medium Risk
C02980,661,0.44,2,0,Medium Risk
C02981,579,0.28,2,0,High Risk
C02982,652,0.22,2,0,Medium Risk
C02983,667,0.52,1,1,Medium Risk
C02984,727,0.13,4,0,Medium Risk
C02985,617,0.26,3,0,Medium Risk
C02986,609,0.51,3,0,Medium Risk
C02987,580,0.37,1,1,High Risk
C02988,703,0.4,1,0,Medium Risk
C02989,658,0.69,1,0,Medium Risk
C02990,677,0.34,1,0,Medium Risk
C02991,647,0.46,2,0,Medium Risk
C02992,650,0.7,1,1,Medium Risk
C02993,635,0.51,1,0,Medium Risk
C02994,735,0.41,3,1,Medium Risk
C02995,693,0.29,3,0,Medium Risk
C02996,822,0.69,1,0,Low Risk
C02997,662,0.28,2,0,Medium Risk
C02998,831,0.17,2,0,Low Risk
C02999,664,0.66,3,0,Medium Risk
C03000,735,0.29,2,0,Medium Risk
C03001,635,0.45,0,0,Medium Risk
C03002,733,0.49,3,0,Medium Risk
C03003,482,0.26,1,0,High Risk
C03004,577,0.35,1,0,High Risk
C03005,601,0.19,2,0,Medium Risk
C03006,850,0.63,3,0,Low Risk
C03007,784,0.45,3,0,Low Risk
C03008,713,0.63,0,0,Medium Risk
C03009,652,0.25,2,0,Medium Risk
C03010,637,0.48,3,0,Medium Risk
C03011,635,0.23,3,0,Medium Risk
C03012,750,0.27,2,0,Low Risk
C03013,698,0.32,2,0,Medium Risk
C03014,770,0.43,1,0,Low Risk
C03015,740,0.43,0,0,Medium Risk
C03016,727,0.22,2,0,Medium Risk
C03017,619,0.13,3,0,Medium Risk
C03018,619,0.56,2,0,Medium Risk
C03019,701,0.42,2,0,Medium Risk
C03020,724,0.29,2,0,Medium Risk
C03021,672,0.13,0,0,Medium Risk
C03022,577,0.16,1,0,High Risk
C03023,710,0.35,0,0,Medium Risk
C03024,758,0.39,3,0,Low Risk
C03025,590,0.33,1,0,High Risk
C03026,663,0.44,2,0,Medium Risk
C03027,604,0.59,0,0,Medium Risk
C03028,776,0.51,0,0,Low Risk
C03029,850,0.62,1,0,Low Risk
C03030,808,0.47,1,0,Low Risk
C03031,547,0.16,1,0,High Risk
C03032,721,0.19,2,1,Medium Risk
C03033,739,0.33,2,0,Medium Risk
C03034,846,0.27,2,0,Low Risk
C03035,637,0.49,0,0,Medium Risk
C03036,678,0.48,2,0,Medium Risk
C03037,583,0.38,2,0,High Risk
C03038,568,0.49,2,1,High Risk
C03039,696,0.65,2,0,Medium Risk
C03040,822,0.4,3,0,Low Risk
C03041,692,0.31,2,0,Medium Risk
C03042,694,0.39,4,0,Medium Risk
C03043,576,0.19,3,0,High Risk
C03044,703,0.16,1,0,Medium Risk
C03045,640,0.35,1,0,Medium Risk
C03046,649,0.65,3,0,Medium Risk
C03047,843,0.62,2,0,Low Risk
C03048,650,0.51,2,0,Medium Risk
C03049,659,0.53,2,0,Medium Risk
C03050,709,0.62,1,0,Medium Risk
C03051,372,0.65,2,0,High Risk
C03052,619,0.5,3,0,Medium Risk
C03053,528,0.33,1,0,High Risk
C03054,640,0.19,3,1,Medium Risk
C03055,850,0.1,2,0,Low Risk
C03056,440,0.49,1,0,High Risk
C03057,540,0.34,2,0,High Risk
C03058,811,0.15,2,0,Low Risk
C03059,675,0.27,4,0,Medium Risk
C03060,729,0.38,2,0,Medium Risk
C03061,698,0.57,2,0,Medium Risk
C03062,701,0.29,3,0,Medium Risk
C03063,658,0.49,2,1,Medium Risk
C03064,397,0.13,2,0,High Risk
C03065,688,0.68,1,0,Medium Risk
C03066,788,0.68,1,0,Low Risk
C03067,780,0.42,3,1,Low Risk
C03068,742,0.49,4,0,Medium Risk
C03069,680,0.56,2,0,Medium Risk
C03070,703,0.68,2,0,Medium Risk
C03071,767,0.43,2,0,Low Risk
C03072,552,0.55,0,0,High Risk
C03073,850,0.22,4,0,Low Risk
C03074,780,0.19,1,0,Low Risk
C03075,850,0.53,1,0,Low Risk
C03076,718,0.65,7,0,Medium Risk
C03077,642,0.44,0,0,Medium Risk
C03078,731,0.42,1,0,Medium Risk
C03079,757,0.44,2,0,Low Risk
C03080,850,0.63,0,0,Low Risk
C03081,663,0.58,0,0,Medium Risk
C03082,652,0.58,3,0,Medium Risk
C03083,785,0.16,1,0,Low Risk
C03084,668,0.56,3,0,Medium Risk
C03085,635,0.56,4,0,Medium Risk
C03086,641,0.18,4,0,Medium Risk
C03087,508,0.38,4,0,High Risk
C03088,626,0.16,3,0,Medium Risk
C03089,727,0.34,1,0,Medium Risk
C03090,689,0.48,0,0,Medium Risk
C03091,732,0.23,3,0,Medium Risk
C03092,809,0.18,3,0,Low Risk
C03093,850,0.48,1,0,Low Risk
C03094,665,0.6,2,0,Medium Risk
C03095,587,0.19,0,0,High Risk
C03096,650,0.64,0,1,Medium Risk
C03097,759,0.54,1,0,Low Risk
C03098,850,0.51,3,0,Low Risk
C03099,704,0.17,4,0,Medium Risk
C03100,733,0.66,3,0,Medium Risk
C03101,669,0.38,1,0,Medium Risk
C03102,703,0.42,3,0,Medium Risk
C03103,801,0.41,2,0,Low Risk
C03104,762,0.42,1,0,Low Risk
C03105,684,0.59,3,0,Medium Risk
C03106,712,0.16,3,0,Medium Risk
C03107,656,0.39,1,0,Medium Risk
C03108,797,0.47,2,0,Low Risk
C03109,850,0.17,3,0,Low Risk
C03110,611,0.45,1,1,Medium Risk
C03111,618,0.41,4,0,Medium Risk
C03112,657,0.23,3,0,Medium Risk
C03113,767,0.25,4,0,Low Risk
C03114,651,0.15,2,0,Medium Risk
C03115,774,0.52,1,0,Low Risk
C03116,548,0.19,2,0,High Risk
C03117,683,0.57,2,0,Medium Risk
C03118,701,0.63,2,0,Medium Risk
C03119,606,0.24,1,1,Medium Risk
C03120,677,0.26,1,0,Medium Risk
C03121,789,0.17,3,0,Low Risk
C03122,677,0.42,2,0,Medium Risk
C03123,727,0.68,2,1,Medium Risk
C03124,817,0.25,2,0,Low Risk
C03125,608,0.2,1,0,Medium Risk
C03126,713,0.46,1,1,Medium Risk
C03127,433,0.61,3,0,High Risk
C03128,564,0.62,5,0,High Risk
C03129,757,0.31,2,0,Low Risk
C03130,642,0.57,1,0,Medium Risk
C03131,715,0.46,1,0,Medium Risk
C03132,553,0.54,3,0,High Risk
C03133,446,0.51,0,0,High Risk
C03134,626,0.18,0,0,Medium Risk
C03135,638,0.31,2,0,Medium Risk
C03136,658,0.56,4,0,Medium Risk
C03137,822,0.56,4,0,Low Risk
C03138,505,0.17,1,0,High Risk
C03139,624,0.38,1,0,Medium Risk
C03140,657,0.62,1,0,Medium Risk
C03141,677,0.57,2,0,Medium Risk
C03142,779,0.45,4,0,Low Risk
C03143,684,0.22,2,0,Medium Risk
C03144,761,0.29,2,0,Low Risk
C03145,796,0.49,3,1,Low Risk
C03146,564,0.57,2,0,High Risk
C03147,791,0.47,3,0,Low Risk
C03148,672,0.34,2,0,Medium Risk
C03149,694,0.45,0,0,Medium Risk
C03150,703,0.1,1,0,Medium Risk
C03151,727,0.54,0,0,Medium Risk
C03152,557,0.61,2,0,High Risk
C03153,549,0.13,0,0,High Risk
C03154,643,0.34,2,0,Medium Risk
C03155,744,0.61,2,0,Medium Risk
C03156,805,0.46,2,0,Low Risk
C03157,628,0.39,5,0,Medium Risk
C03158,767,0.15,2,0,Low Risk
C03159,670,0.54,1,0,Medium Risk
C03160,719,0.51,2,0,Medium Risk
C03161,635,0.45,3,1,Medium Risk
C03162,702,0.14,3,1,Medium Risk
C03163,607,0.49,1,0,Medium Risk
C03164,698,0.13,4,0,Medium Risk
C03165,768,0.59,2,0,Low Risk
C03166,653,0.62,1,0,Medium Risk
C03167,712,0.42,1,0,Medium Risk
C03168,723,0.61,1,0,Medium Risk
C03169,789,0.34,3,0,Low Risk
C03170,522,0.27,2,0,High Risk
C03171,753,0.39,0,0,Low Risk
C03172,592,0.44,1,0,High Risk
C03173,583,0.56,2,0,High Risk
C03174,631,0.46,2,0,Medium Risk
C03175,605,0.61,0,0,Medium Risk
C03176,708,0.66,0,0,Medium Risk
C03177,603,0.41,1,0,Medium Risk
C03178,741,0.53,2,0,Medium Risk
C03179,497,0.39,1,1,High Risk
C03180,785,0.64,2,0,Low Risk
C03181,550,0.12,1,0,High Risk
C03182,726,0.53,1,0,Medium Risk
C03183,617,0.4,5,0,Medium Risk
C03184,651,0.14,1,0,Medium Risk
C03185,611,0.55,3,0,Medium Risk
C03186,498,0.34,6,0,High Risk
C03187,648,0.42,3,0,Medium Risk
C03188,579,0.53,1,0,High Risk
C03189,561,0.25,1,1,High Risk
C03190,651,0.27,3,0,Medium Risk
C03191,664,0.31,0,0,Medium Risk
C03192,697,0.55,2,0,Medium Risk
C03193,734,0.69,2,0,Medium Risk
C03194,581,0.32,2,0,High Risk
C03195,564,0.47,1,0,High Risk
C03196,758,0.29,0,0,Low Risk
C03197,660,0.63,2,0,Medium Risk
C03198,850,0.66,2,0,Low Risk
C03199,505,0.21,3,0,High Risk
C03200,720,0.49,0,0,Medium Risk
C03201,616,0.64,3,0,Medium Risk
C03202,620,0.38,1,0,Medium Risk
C03203,640,0.3,6,0,Medium Risk
C03204,810,0.64,2,0,Low Risk
C03205,539,0.25,0,0,High Risk
C03206,537,0.22,1,0,High Risk
C03207,745,0.63,2,0,Medium Risk
C03208,843,0.48,0,0,Low Risk
C03209,624,0.21,1,0,Medium Risk
C03210,787,0.49,2,0,Low Risk
C03211,768,0.63,1,0,Low Risk
C03212,715,0.15,2,0,Medium Risk
C03213,706,0.25,0,0,Medium Risk
C03214,656,0.46,0,0,Medium Risk
C03215,771,0.17,0,0,Low Risk
C03216,749,0.64,1,0,Medium Risk
C03217,638,0.46,1,0,Medium Risk
C03218,547,0.45,1,0,High Risk
C03219,619,0.13,3,0,Medium Risk
C03220,594,0.35,2,0,High Risk
C03221,684,0.22,0,0,Medium Risk
C03222,733,0.59,4,0,Medium Risk
C03223,725,0.3,3,0,Medium Risk
C03224,731,0.34,2,0,Medium Risk
C03225,707,0.48,3,0,Medium Risk
C03226,688,0.53,2,0,Medium Risk
C03227,684,0.57,1,0,Medium Risk
C03228,801,0.2,1,0,Low Risk
C03229,646,0.26,2,0,Medium Risk
C03230,670,0.16,1,0,Medium Risk
C03231,495,0.61,2,0,High Risk
C03232,641,0.29,4,0,Medium Risk
C03233,662,0.18,3,0,Medium Risk
C03234,797,0.29,3,0,Low Risk
C03235,569,0.13,2,0,High Risk
C03236,678,0.6,2,0,Medium Risk
C03237,676,0.27,2,0,Medium Risk
C03238,747,0.31,1,0,Medium Risk
C03239,648,0.66,1,0,Medium Risk
C03240,744,0.21,1,0,Medium Risk
C03241,713,0.22,3,0,Medium Risk
C03242,621,0.44,1,0,Medium Risk
C03243,590,0.68,0,1,High Risk
C03244,850,0.64,3,0,Low Risk
C03245,641,0.46,3,0,Medium Risk
C03246,537,0.59,5,0,High Risk
C03247,649,0.39,2,0,Medium Risk
C03248,629,0.36,3,0,Medium Risk
C03249,584,0.34,3,0,High Risk
C03250,686,0.37,2,0,Medium Risk
C03251,706,0.52,2,0,Medium Risk
C03252,508,0.59,3,0,High Risk
C03253,701,0.45,0,0,Medium Risk
C03254,756,0.62,5,0,Low Risk
C03255,603,0.48,3,0,Medium Risk
C03256,569,0.58,2,0,High Risk
C03257,596,0.51,0,0,High Risk
C03258,643,0.56,0,0,Medium Risk
C03259,684,0.11,1,0,Medium Risk
C03260,585,0.62,2,1,High Risk
C03261,649,0.63,4,0,Medium Risk
C03262,667,0.6,0,0,Medium Risk
C03263,699,0.54,3,0,Medium Risk
C03264,555,0.57,1,0,High Risk
C03265,613,0.21,2,0,Medium Risk
C03266,619,0.13,2,0,Medium Risk
C03267,825,0.27,1,0,Low Risk
C03268,776,0.37,4,0,Low Risk
C03269,674,0.26,1,0,Medium Risk
C03270,545,0.62,3,0,High Risk
C03271,758,0.68,3,0,Low Risk
C03272,785,0.56,4,0,Low Risk
C03273,672,0.39,4,0,Medium Risk
C03274,636,0.19,2,0,Medium Risk
C03275,616,0.62,4,0,Medium Risk
C03276,741,0.61,4,0,Medium Risk
C03277,735,0.2,3,0,Medium Risk
C03278,583,0.13,3,1,High Risk
C03279,603,0.64,0,0,Medium Risk
C03280,583,0.59,1,0,High Risk
C03281,838,0.66,4,0,Low Risk
C03282,703,0.31,1,0,Medium Risk
C03283,778,0.49,6,0,Low Risk
C03284,689,0.62,3,0,Medium Risk
C03285,714,0.3,5,0,Medium Risk
C03286,651,0.38,1,0,Medium Risk
C03287,809,0.42,2,0,Low Risk
C03288,706,0.12,2,0,Medium Risk
C03289,672,0.6,2,1,Medium Risk
C03290,511,0.67,1,0,High Risk
C03291,725,0.35,4,0,Medium Risk
C03292,724,0.47,3,1,Medium Risk
C03293,792,0.42,2,0,Low Risk
C03294,650,0.31,4,0,Medium Risk
C03295,614,0.15,1,0,Medium Risk
C03296,842,0.41,2,0,Low Risk
C03297,552,0.25,4,0,High Risk
C03298,606,0.49,7,0,Medium Risk
C03299,818,0.42,0,0,Low Risk
C03300,765,0.45,3,0,Low Risk
C03301,657,0.46,2,0,Medium Risk
C03302,660,0.63,2,1,Medium Risk
C03303,666,0.19,2,0,Medium Risk
C03304,759,0.58,3,0,Low Risk
C03305,760,0.67,2,0,Low Risk
C03306,739,0.53,0,0,Medium Risk
C03307,754,0.18,1,0,Low Risk
C03308,736,0.61,2,0,Medium Risk
C03309,469,0.58,3,0,High Risk
C03310,719,0.62,2,1,Medium Risk
C03311,655,0.39,0,0,Medium Risk
C03312,850,0.59,0,0,Low Risk
C03313,556,0.19,2,0,High Risk
C03314,579,0.45,2,0,High Risk
C03315,699,0.43,2,0,Medium Risk
C03316,580,0.64,0,1,High Risk
C03317,850,0.62,1,0,Low Risk
C03318,739,0.53,2,0,Medium Risk
C03319,636,0.2,4,0,Medium Risk
C03320,724,0.58,0,0,Medium Risk
C03321,709,0.47,1,0,Medium Risk
C03322,631,0.59,4,0,Medium Risk
C03323,574,0.66,1,0,High Risk
C03324,588,0.37,1,0,High Risk
C03325,649,0.55,3,1,Medium Risk
C03326,778,0.68,0,0,Low Risk
C03327,745,0.23,0,0,Medium Risk
C03328,850,0.61,4,0,Low Risk
C03329,613,0.19,1,0,Medium Risk
C03330,581,0.11,1,0,High Risk
C03331,675,0.61,3,0,Medium Risk
C03332,728,0.68,1,0,Medium Risk
C03333,731,0.12,2,0,Medium Risk
C03334,722,0.61,2,0,Medium Risk
C03335,708,0.52,2,0,Medium Risk
C03336,640,0.52,2,0,Medium Risk
C03337,652,0.38,2,0,Medium Risk
C03338,831,0.35,4,0,Low Risk
C03339,582,0.32,4,0,High Risk
C03340,711,0.33,4,0,Medium Risk
C03341,794,0.66,2,0,Low Risk
C03342,598,0.59,2,0,High Risk
C03343,598,0.29,5,0,High Risk
C03344,715,0.54,2,0,Medium Risk
C03345,728,0.49,3,0,Medium Risk
C03346,661,0.61,2,0,Medium Risk
C03347,730,0.16,1,0,Medium Risk
C03348,541,0.52,6,0,High Risk
C03349,632,0.25,2,0,Medium Risk
C03350,794,0.24,2,0,Low Risk
C03351,523,0.52,2,0,High Risk
C03352,850,0.64,3,0,Low Risk
C03353,678,0.41,1,1,Medium Risk
C03354,834,0.38,2,0,Low Risk
C03355,794,0.59,2,0,Low Risk
C03356,710,0.12,2,0,Medium Risk
C03357,713,0.52,1,0,Medium Risk
C03358,850,0.13,0,0,Low Risk
C03359,594,0.25,2,0,High Risk
C03360,680,0.5,3,0,Medium Risk
C03361,636,0.33,1,0,Medium Risk
C03362,614,0.28,4,0,Medium Risk
C03363,793,0.4,5,0,Low Risk
C03364,724,0.61,1,0,Medium Risk
C03365,722,0.36,0,0,Medium Risk
C03366,722,0.42,1,0,Medium Risk
C03367,760,0.19,1,0,Low Risk
C03368,672,0.37,1,0,Medium Risk
C03369,787,0.11,4,0,Low Risk
C03370,681,0.6,7,0,Medium Risk
C03371,690,0.22,1,1,Medium Risk
C03372,655,0.65,1,0,Medium Risk
C03373,674,0.31,3,0,Medium Risk
C03374,717,0.6,1,1,Medium Risk
C03375,685,0.33,0,0,Medium Risk
C03376,615,0.19,2,0,Medium Risk
C03377,669,0.4,4,0,Medium Risk
C03378,660,0.26,3,0,Medium Risk
C03379,674,0.29,3,0,Medium Risk
C03380,519,0.29,2,0,High Risk
C03381,754,0.31,2,0,Low Risk
C03382,673,0.4,0,0,Medium Risk
C03383,718,0.18,3,0,Medium Risk
C03384,734,0.25,2,0,Medium Risk
C03385,590,0.48,2,0,High Risk
C03386,743,0.55,1,0,Medium Risk
C03387,593,0.25,6,0,High Risk
C03388,717,0.26,2,0,Medium Risk
C03389,525,0.39,5,0,High Risk
C03390,487,0.69,1,0,High Risk
C03391,770,0.43,3,0,Low Risk
C03392,735,0.59,1,0,Medium Risk
C03393,669,0.65,0,0,Medium Risk
C03394,682,0.48,2,0,Medium Risk
C03395,541,0.41,2,0,High Risk
C03396,681,0.56,1,1,Medium Risk
C03397,692,0.29,0,0,Medium Risk
C03398,644,0.68,0,0,Medium Risk
C03399,668,0.39,3,0,Medium Risk
C03400,594,0.66,1,1,High Risk
C03401,549,0.56,4,0,High Risk
C03402,698,0.23,3,0,Medium Risk
C03403,570,0.23,2,0,High Risk
C03404,723,0.31,3,0,Medium Risk
C03405,713,0.32,4,0,Medium Risk
C03406,775,0.11,0,0,Low Risk
C03407,711,0.61,2,0,Medium Risk
C03408,850,0.24,1,0,Low Risk
C03409,654,0.59,3,0,Medium Risk
C03410,716,0.39,2,0,Medium Risk
C03411,625,0.46,1,0,Medium Risk
C03412,774,0.42,4,0,Low Risk
C03413,695,0.67,1,0,Medium Risk
C03414,522,0.35,2,0,High Risk
C03415,606,0.33,3,0,Medium Risk
C03416,666,0.47,3,0,Medium Risk
C03417,568,0.33,2,0,High Risk
C03418,729,0.46,2,0,Medium Risk
C03419,553,0.44,1,0,High Risk
C03420,661,0.57,1,0,Medium Risk
C03421,653,0.69,0,0,Medium Risk
C03422,770,0.69,3,0,Low Risk
C03423,660,0.17,5,0,Medium Risk
C03424,756,0.37,0,0,Low Risk
C03425,717,0.35,1,0,Medium Risk
C03426,576,0.21,3,0,High Risk
C03427,850,0.55,1,0,Low Risk
C03428,777,0.68,0,0,Low Risk
C03429,594,0.19,1,0,High Risk
C03430,584,0.26,2,0,High Risk
C03431,789,0.61,2,0,Low Risk
C03432,761,0.28,1,0,Low Risk
C03433,741,0.36,0,0,Medium Risk
C03434,593,0.54,2,0,High Risk
C03435,625,0.18,2,0,Medium Risk
C03436,798,0.42,4,0,Low Risk
C03437,733,0.17,1,0,Medium Risk
C03438,614,0.28,2,0,Medium Risk
C03439,806,0.24,1,0,Low Risk
C03440,850,0.54,3,0,Low Risk
C03441,638,0.19,3,0,Medium Risk
C03442,620,0.5,2,0,Medium Risk
C03443,816,0.45,1,0,Low Risk
C03444,828,0.51,1,0,Low Risk
C03445,826,0.63,1,0,Low Risk
C03446,717,0.42,2,0,Medium Risk
C03447,636,0.53,0,0,Medium Risk
C03448,764,0.58,2,0,Low Risk
C03449,653,0.52,2,0,Medium Risk
C03450,648,0.29,3,0,Medium Risk
C03451,699,0.68,1,0,Medium Risk
C03452,685,0.14,4,0,Medium Risk
C03453,637,0.32,1,0,Medium Risk
C03454,587,0.59,4,1,High Risk
C03455,665,0.31,3,0,Medium Risk
C03456,627,0.43,1,0,Medium Risk
C03457,561,0.18,2,0,High Risk
C03458,700,0.61,4,0,Medium Risk
C03459,702,0.66,1,0,Medium Risk
C03460,752,0.69,0,0,Low Risk
C03461,699,0.15,4,0,Medium Risk
C03462,680,0.22,2,0,Medium Risk
C03463,751,0.4,1,0,Low Risk
C03464,699,0.26,0,0,Medium Risk
C03465,711,0.49,3,0,Medium Risk
C03466,735,0.61,2,0,Medium Risk
C03467,635,0.18,4,0,Medium Risk
C03468,772,0.1,3,0,Low Risk
C03469,689,0.7,3,0,Medium Risk
C03470,676,0.37,0,0,Medium Risk
C03471,771,0.14,4,0,Low Risk
C03472,643,0.45,1,0,Medium Risk
C03473,650,0.55,0,0,Medium Risk
C03474,730,0.58,4,0,Medium Risk
C03475,706,0.44,4,0,Medium Risk
C03476,850,0.51,3,0,Low Risk
C03477,780,0.39,2,0,Low Risk
C03478,474,0.47,3,0,High Risk
C03479,715,0.67,1,0,Medium Risk
C03480,524,0.69,4,0,High Risk
C03481,652,0.48,2,0,Medium Risk
C03482,705,0.45,5,0,Medium Risk
C03483,648,0.31,3,0,Medium Risk
C03484,492,0.29,1,0,High Risk
C03485,695,0.65,3,0,Medium Risk
